ÍÆ¼ö¾ØÕó£º
41	35	28	11	17	20	44	54	24	36	
16	41	29	28	35	15	24	36	20	56	
35	29	24	15	56	6	11	36	11	11	
6	35	24	5	56	16	15	41	28	29	
35	16	29	41	56	28	28	20	15	17	
16	35	28	15	24	56	36	22	20	54	
28	29	41	17	15	24	22	20	11	56	
16	29	41	28	22	11	56	24	15	20	
41	29	24	56	54	17	22	20	22	44	
24	35	6	16	41	17	28	22	11	36	
29	11	16	54	36	35	20	44	59	41	
35	16	29	53	11	59	36	41	44	18	
16	28	24	29	35	17	56	11	8	22	
16	11	35	41	44	22	28	17	20	15	
35	16	20	41	54	44	59	56	24	17	
16	35	41	28	11	36	22	15	20	56	
24	56	16	17	41	28	15	29	22	10	
6	56	24	41	16	28	17	15	29	22	
16	41	28	15	35	24	29	56	22	22	
16	28	35	8	41	29	11	24	56	22	
29	41	28	35	15	56	22	17	59	44	
16	35	28	41	24	56	36	11	20	36	
29	16	36	35	59	11	41	22	20	14	
16	56	5	57	41	29	17	28	15	22	
29	41	16	35	56	15	20	11	54	36	
16	24	35	29	15	56	17	11	17	54	
5	16	35	24	56	15	6	28	17	57	
35	16	29	56	41	11	22	22	17	28	
16	24	15	56	17	22	6	11	54	36	
16	11	53	35	44	13	36	48	41	22	
16	41	28	24	29	56	15	15	57	56	
29	35	41	28	20	17	11	15	22	24	
16	35	28	56	29	17	15	11	57	17	
29	41	28	56	15	17	11	22	36	44	
41	16	28	15	29	24	35	56	54	36	
5	24	57	16	41	17	15	28	29	11	
35	16	41	24	15	56	57	29	56	36	
29	35	41	11	36	24	56	15	17	20	
35	5	24	16	56	41	17	15	29	28	
16	41	29	24	17	15	56	22	54	20	
35	56	16	28	41	57	15	29	17	22	
35	29	41	16	11	5	28	24	56	15	
16	29	11	59	35	22	15	36	28	28	
35	29	16	41	6	54	24	57	36	59	
39	53	36	59	29	44	16	35	20	48	
29	16	11	36	35	41	22	28	20	59	
16	35	24	41	56	28	15	11	22	17	
35	16	17	29	20	41	24	41	57	24	
41	16	24	5	29	56	28	17	57	11	
16	35	24	29	56	15	17	57	15	11	
29	35	11	41	28	22	17	24	20	54	
16	41	28	17	15	24	56	22	36	44	
29	44	59	11	29	54	16	36	35	42	
29	11	16	36	53	41	35	59	44	54	
29	35	41	15	56	17	20	22	36	44	
16	11	44	20	41	53	54	36	28	14	
29	16	36	20	41	11	54	28	13	48	
16	41	29	35	24	54	15	56	17	20	
16	41	11	28	24	56	20	15	17	44	
16	35	24	28	17	29	11	22	8	36	
59	35	29	5	16	13	59	36	20	48	
41	16	29	28	56	15	6	11	54	15	
29	53	16	11	20	35	59	48	36	41	
16	29	35	41	11	20	22	54	15	17	
29	35	41	15	56	24	22	20	22	44	
29	16	35	41	11	28	56	36	44	24	
16	35	41	29	17	24	56	11	22	36	
41	16	24	28	35	17	11	36	22	20	
28	41	16	56	35	54	6	57	20	12	
16	35	54	41	53	44	13	36	11	28	
16	29	35	28	54	41	20	17	36	24	
35	6	17	16	57	56	56	28	41	29	
28	29	35	54	57	6	22	20	11	36	
16	28	41	29	35	15	22	11	17	12	
16	35	41	24	28	17	56	11	36	22	
29	35	28	15	24	17	56	22	36	36	
29	16	35	20	36	54	41	28	48	59	
16	29	35	20	36	15	17	28	11	59	
29	20	44	16	41	35	36	14	28	59	
20	16	35	29	13	54	42	41	53	44	
29	16	35	41	22	28	36	20	59	53	
28	24	16	35	15	56	57	36	11	11	
35	16	5	29	57	20	35	24	17	56	
29	16	41	28	35	20	44	24	17	59	
29	41	54	35	20	24	17	56	11	36	
29	28	16	20	24	15	56	35	17	11	
29	16	41	28	11	15	24	54	14	56	
35	20	29	41	17	54	28	11	44	15	
35	16	29	5	41	36	6	24	57	17	
35	29	16	28	41	56	24	36	56	22	
35	16	6	24	17	56	29	15	28	36	
16	29	35	17	28	24	56	11	22	36	
16	28	24	29	56	35	22	57	54	54	
35	16	41	56	17	11	57	11	22	20	
29	41	15	11	35	24	36	17	56	22	
41	16	29	35	11	22	17	24	56	36	
29	35	41	36	54	20	28	22	24	17	
16	28	35	56	15	11	8	17	54	20	
28	24	16	15	29	11	6	22	57	54	
16	28	41	11	35	56	8	22	17	54	
35	41	16	56	28	6	57	15	29	20	
29	28	41	17	6	22	11	15	57	22	
16	35	28	24	17	15	11	22	36	57	
5	35	24	41	56	29	28	15	57	17	
35	16	41	29	24	56	17	57	15	11	
29	20	16	54	48	36	11	53	59	14	
29	35	16	41	20	36	54	24	28	17	
35	16	41	29	28	24	17	56	15	17	
54	16	11	41	35	28	44	24	20	53	
35	29	41	16	28	17	56	36	57	17	
16	28	22	41	17	56	29	24	11	12	
29	16	54	11	59	53	36	41	44	14	
16	35	29	41	28	17	22	56	24	15	
20	29	16	35	41	11	36	28	44	53	
16	29	41	20	24	28	56	57	17	15	
16	29	35	28	17	24	11	56	11	57	
16	41	35	29	28	56	17	20	17	57	
16	20	17	28	44	54	59	36	14	53	
36	16	29	11	22	35	53	8	41	12	
20	16	35	48	11	36	41	59	53	28	
41	35	15	11	20	17	24	36	56	22	
24	41	16	5	56	29	28	57	15	17	
29	16	35	41	11	28	20	24	15	48	
16	29	41	20	17	36	6	14	24	57	
35	16	24	41	28	5	57	11	36	20	
16	22	29	59	53	41	35	28	10	15	
29	16	28	35	41	15	17	20	22	11	
41	29	28	16	15	54	24	36	56	35	
29	16	41	11	48	36	50	24	14	15	
16	28	35	56	54	20	15	36	22	44	
16	29	41	35	20	11	53	28	48	36	
29	35	28	17	54	36	22	11	57	22	
29	35	41	11	36	28	22	20	56	44	
16	41	17	29	24	56	6	28	22	56	
24	28	16	6	57	41	15	17	41	22	
16	29	41	20	35	24	56	15	36	17	
41	16	56	35	17	29	54	54	22	57	
35	16	29	41	8	56	28	15	17	22	
35	56	16	8	41	17	24	28	17	15	
29	35	16	11	36	41	22	28	56	15	
41	16	28	35	24	15	29	56	17	11	
16	29	28	41	20	36	44	11	24	56	
16	41	24	15	29	11	57	10	20	54	
29	35	41	36	11	15	24	20	56	17	
29	16	35	41	28	24	11	56	20	44	
16	35	24	56	15	11	22	22	20	18	
35	29	24	56	17	28	6	22	57	11	
16	35	41	15	24	56	28	22	29	11	
24	15	16	17	35	57	29	29	22	54	
29	16	8	22	41	35	15	59	17	56	
16	35	41	22	29	28	11	56	15	24	
29	16	41	35	36	20	28	22	59	44	
16	29	35	36	41	28	22	8	53	20	
5	35	56	6	57	41	17	28	16	15	
35	16	29	11	6	53	57	56	53	41	
29	35	41	11	17	54	15	24	22	14	
29	20	16	14	54	36	11	35	44	28	
56	6	16	28	17	35	29	22	11	36	
16	41	28	11	24	35	17	22	20	36	
29	16	35	41	11	36	22	24	15	17	
35	41	29	22	15	28	56	17	24	11	
35	29	28	15	24	17	56	54	22	57	
35	16	28	41	15	24	56	29	8	56	
35	41	16	28	56	17	54	57	17	11	
16	35	41	17	24	15	56	29	22	22	
29	41	28	16	24	35	17	11	22	36	
16	6	41	17	57	56	29	56	28	20	
16	41	35	29	17	28	15	15	28	20	
57	6	35	16	28	15	41	29	22	10	
41	16	56	35	28	15	6	29	15	17	
35	24	41	56	28	17	15	17	20	54	
41	29	24	35	15	17	54	22	20	11	
5	35	6	16	57	41	56	17	24	29	
29	16	20	44	41	54	36	35	22	28	
41	24	56	5	17	15	6	22	11	57	
16	29	41	28	54	22	15	24	11	14	
16	29	35	15	24	56	17	22	59	10	
29	41	54	20	11	35	15	22	36	48	
16	35	41	29	28	17	56	20	11	22	
29	35	41	28	22	17	24	20	56	44	
16	35	8	41	11	29	22	17	36	56	
35	16	41	29	28	24	56	36	17	57	
29	20	16	54	41	28	35	48	59	36	
16	28	17	15	24	56	11	8	22	57	
35	16	59	41	36	20	53	56	48	24	
41	16	28	24	35	15	36	54	11	36	
16	29	41	35	11	28	22	56	24	15	
29	28	16	41	54	56	36	24	15	20	
35	41	29	28	24	56	17	20	17	36	
35	29	16	28	24	56	15	54	20	57	
35	41	24	56	16	29	28	15	29	11	
28	41	16	56	15	6	29	57	29	11	
16	35	41	56	24	17	6	15	29	22	
29	28	16	41	11	22	24	36	35	20	
16	24	35	29	28	17	6	57	11	22	
35	16	41	17	56	24	28	11	28	24	
16	29	41	24	17	20	56	36	15	54	
35	24	41	56	15	28	29	29	17	11	
41	35	11	28	20	54	24	56	17	22	
16	35	41	29	28	56	17	17	57	11	
29	16	41	35	28	54	24	56	15	17	
35	20	44	54	28	41	17	24	13	36	
16	29	41	28	56	20	11	54	17	15	
35	16	41	24	56	28	28	17	28	11	
29	28	35	15	20	17	54	11	36	22	
16	20	54	44	41	11	36	28	59	22	
41	28	15	24	20	56	11	54	36	22	
24	16	41	56	15	35	17	29	35	17	
41	16	29	35	24	56	11	54	17	36	
16	28	41	17	15	29	6	22	12	10	
35	41	16	5	29	24	56	17	57	22	
29	20	35	41	13	44	14	11	24	36	
16	35	11	44	41	54	59	13	28	22	
24	28	56	29	17	57	54	11	57	36	
16	41	35	28	15	29	36	24	56	56	
29	16	35	41	54	11	36	15	22	44	
35	56	24	16	41	5	29	57	17	22	
35	29	36	41	59	28	22	15	17	10	
35	16	41	24	57	56	17	15	29	28	
35	16	29	56	24	15	17	22	8	36	
29	41	28	35	20	54	24	56	17	36	
35	29	41	54	20	24	56	11	15	17	
16	29	28	24	56	15	17	17	15	36	
35	16	20	41	28	29	17	24	36	56	
35	16	41	17	24	56	57	11	15	28	
35	16	57	29	6	53	17	11	56	41	
24	6	56	28	16	17	41	17	15	29	
29	41	16	28	20	54	35	24	56	44	
35	56	24	41	5	16	29	15	11	22	
29	16	20	54	41	35	36	11	44	48	
16	29	41	28	35	22	20	11	24	56	
16	24	15	17	36	20	6	57	12	12	
35	41	24	28	56	11	54	15	11	17	
16	29	41	54	24	56	11	22	36	44	
16	41	24	11	56	15	28	20	54	17	
24	28	56	16	15	6	17	57	29	22	
29	16	41	35	11	22	20	28	59	56	
29	28	35	15	8	24	56	17	22	59	
29	28	17	15	54	11	20	20	57	44	
28	16	35	17	15	41	29	22	41	41	
28	24	15	56	35	6	29	8	22	10	
35	28	41	54	20	24	11	15	44	11	
29	16	20	41	54	35	28	36	59	13	
29	41	28	16	24	35	17	54	20	22	
16	41	29	15	35	17	24	56	11	11	
16	35	17	24	29	6	57	57	36	10	
16	35	29	41	28	11	17	20	24	36	
35	29	41	28	24	54	15	17	36	20	
29	16	54	35	20	11	53	59	44	41	
35	29	17	11	22	6	57	8	57	36	
16	29	15	22	24	10	17	56	59	36	
29	35	54	22	36	11	41	28	20	56	
29	41	35	36	28	15	56	24	20	54	
29	16	35	28	41	11	24	56	20	15	
16	35	41	29	24	17	15	15	36	11	
41	16	28	29	35	11	24	22	15	56	
35	29	41	28	36	17	20	11	56	24	
16	41	56	6	17	57	29	57	54	22	
29	41	11	16	35	15	22	24	56	36	
41	16	17	28	35	24	29	56	22	22	
16	28	41	57	15	6	11	54	36	22	
16	29	41	11	24	56	17	15	36	22	
41	35	28	29	17	15	22	36	20	57	
35	15	24	17	56	11	36	12	36	11	
10	12	53	29	36	16	35	41	28	44	
16	29	59	11	35	41	36	22	20	20	
29	16	35	41	59	56	54	54	20	44	
16	35	29	28	11	24	56	15	22	17	
16	41	35	28	24	56	20	11	54	36	
16	29	35	41	20	28	56	11	54	15	
16	41	35	24	56	36	59	54	20	44	
29	16	53	22	44	41	13	20	8	48	
29	35	41	11	17	28	15	59	20	24	
16	41	35	24	56	11	15	17	20	22	
24	6	41	28	35	15	57	15	16	29	
28	29	16	54	15	35	56	17	11	22	
16	6	41	57	17	29	56	24	36	15	
35	5	6	41	24	29	28	20	17	15	
16	20	35	11	59	44	54	48	36	41	
28	29	56	15	17	54	20	20	22	36	
16	41	28	24	35	17	22	11	22	57	
35	16	41	57	17	15	28	22	11	36	
16	28	24	56	15	36	54	22	44	54	
16	29	35	41	28	24	15	36	54	17	
16	35	41	17	29	6	39	24	57	20	
53	59	29	36	53	11	44	48	16	35	
16	29	35	20	15	59	17	28	11	36	
28	56	41	15	17	10	29	29	11	36	
28	54	41	16	20	24	35	56	17	11	
29	11	41	35	28	22	15	17	53	36	
29	16	36	41	35	44	22	28	20	14	
29	16	20	35	54	41	44	28	11	18	
24	41	56	15	17	16	35	37	35	16	
16	35	28	15	24	17	36	11	20	36	
59	29	16	11	36	35	22	44	20	13	
41	35	29	28	15	56	54	11	22	57	
35	41	16	24	56	15	28	17	29	57	
16	41	29	35	36	11	56	24	28	22	
41	56	35	28	29	17	22	54	36	11	
54	29	16	41	11	28	44	24	15	56	
35	16	29	41	17	56	24	28	57	36	
35	16	41	29	24	6	6	54	17	15	
16	29	22	35	41	15	56	24	8	10	
16	35	29	41	20	54	28	53	36	24	
35	16	29	41	36	28	11	22	11	17	
29	16	35	20	28	54	41	11	22	59	
28	16	35	41	24	29	15	11	8	22	
16	35	29	20	24	17	36	15	54	36	
20	54	29	44	13	35	16	41	14	36	
35	29	41	24	56	28	28	57	11	15	
24	56	35	16	15	17	17	29	22	11	
20	16	11	36	53	59	48	41	28	22	
29	41	16	15	24	35	56	54	11	22	
29	16	20	22	41	44	11	17	56	24	
35	16	29	6	56	28	15	11	20	22	
28	24	35	16	56	15	6	15	57	54	
35	5	24	16	57	56	17	28	15	29	
16	41	29	24	28	17	11	36	11	54	
35	41	16	56	15	28	17	57	28	29	
35	29	41	20	28	15	24	36	56	22	
16	28	41	54	11	35	36	44	22	14	
29	59	35	36	44	41	54	14	22	28	
16	35	29	41	28	56	11	22	15	36	
16	35	22	29	41	28	15	11	59	56	
16	35	41	29	24	54	56	15	17	22	
16	29	35	36	15	11	28	17	56	24	
16	28	35	24	17	11	20	22	36	44	
35	16	24	56	17	5	28	15	29	36	
16	41	29	56	6	15	57	15	36	20	
35	41	29	28	17	56	15	15	11	56	
16	35	41	29	28	17	56	11	56	22	
16	28	41	24	56	20	17	15	22	44	
16	29	35	28	15	17	56	24	54	22	
24	5	41	16	15	29	36	11	8	12	
35	16	41	17	5	24	29	56	29	57	
41	16	15	56	11	22	17	36	20	12	
16	29	41	28	35	56	24	17	11	11	
35	41	6	5	24	56	57	17	28	54	
16	35	11	41	56	28	54	22	15	17	
16	11	20	13	36	54	48	35	15	59	
29	16	20	36	59	53	44	35	54	41	
